date_of_count,id,latitude,location,longitude,street,total_passing_vehicle_volume,traffic_volume_count_location_address,vehicle_volume_by_each_direction_of_traffic
2006-09-21T02:00:00.000,806,41.891671,"{'type': 'Point', 'coordinates': [-87.628113, 41.891671]}",-87.628113,Grand Ave,18800,1 West,West Bound: 18800/ Oneway West Bound 
2006-08-29T02:00:00.000,807,41.678058,"{'type': 'Point', 'coordinates': [-87.620552, 41.678058]}",-87.620552,119th St,6900,51 East,East Bound: 3600 / West Bound: 3300
2006-09-21T02:00:00.000,808,41.903954999999996,"{'type': 'Point', 'coordinates': [-87.627809, 41.903955]}",-87.627809,Division St,8400,22 East,East Bound: 4300 / West Bound: 4100
2006-11-08T02:00:00.000,809,41.659181,"{'type': 'Point', 'coordinates': [-87.568276, 41.659181]}",-87.568276,130th St,23000,2250 East,East Bound: 12600 / West Bound: 10400
2006-09-20T02:00:00.000,810,41.876698,"{'type': 'Point', 'coordinates': [-87.630742, 41.876698]}",-87.630742,Clark St,13000,408 South,South Bound: 13000/ Oneway South Bound 
2006-10-10T02:00:00.000,811,41.876736,"{'type': 'Point', 'coordinates': [-87.696174, 41.876736]}",-87.696174,California Ave,13100,322 South,North Bound: 6900 / South Bound: 6200
2006-08-24T02:00:00.000,812,41.699481,"{'type': 'Point', 'coordinates': [-87.656564, 41.699481]}",-87.656564,107th St,7900,1345 West,East Bound: 4000 / West Bound: 3900
2006-08-29T02:00:00.000,814,41.673764,"{'type': 'Point', 'coordinates': [-87.560855, 41.673764]}",-87.560855,122nd St,4200,2600 East,East Bound: 2200 / West Bound: 2000
2006-08-24T02:00:00.000,815,41.677257,"{'type': 'Point', 'coordinates': [-87.680696, 41.677257]}",-87.680696,119th St,19900,2350 West,East Bound: 9300 / West Bound: 10600
2006-10-11T02:00:00.000,817,41.777656,"{'type': 'Point', 'coordinates': [-87.782528, 41.777656]}",-87.782528,63rd St,18200,6431 West,East Bound: 9100 / West Bound: 9100
2006-08-15T02:00:00.000,818,41.785928000000006,"{'type': 'Point', 'coordinates': [-87.723856, 41.785928]}",-87.72385600000001,59th St,20200,4019 West,East Bound: 13100 / West Bound: 7100
2006-09-26T02:00:00.000,819,41.822852000000005,"{'type': 'Point', 'coordinates': [-87.691118, 41.822852]}",-87.691118,Pershing Rd,11000,2641 West,East Bound: 5800 / West Bound: 5200
2006-11-16T02:00:00.000,820,41.844102,"{'type': 'Point', 'coordinates': [-87.735004, 41.844102]}",-87.735004,26th St,14800,4418 West,East Bound: 7300 / West Bound: 7500
2006-11-14T02:00:00.000,821,41.851521999999996,"{'type': 'Point', 'coordinates': [-87.726497, 41.851522]}",-87.726497,Cermak Rd,23200,4042 West,East Bound: 12800 / West Bound: 10400
2006-08-09T02:00:00.000,822,41.917528999999995,"{'type': 'Point', 'coordinates': [-87.692627, 41.917529]}",-87.692627,Armitage Ave,16800,2605 West,East Bound: 8400 / West Bound: 8400
2006-08-29T02:00:00.000,824,41.954273,"{'type': 'Point', 'coordinates': [-87.670146, 41.954273]}",-87.670146,Irving Park Rd,33000,1625 West,East Bound: 16900 / West Bound: 16100
2006-08-30T02:00:00.000,825,41.954006,"{'type': 'Point', 'coordinates': [-87.689792, 41.954006]}",-87.68979200000001,Irving Park Rd,42100,2432 West,East Bound: 22300 / West Bound: 19800
2006-08-10T02:00:00.000,826,41.968013,"{'type': 'Point', 'coordinates': [-87.748871, 41.968013]}",-87.748871,Lawrence Ave,28900,4825 West,East Bound: 14000 / West Bound: 14900
2006-08-16T02:00:00.000,827,41.988761,"{'type': 'Point', 'coordinates': [-87.854842, 41.988761]}",-87.854842,Higgins Rd,32100,9463 West,East Bound: 16600 / West Bound: 15500
2006-08-15T02:00:00.000,829,41.97567,"{'type': 'Point', 'coordinates': [-87.715464, 41.97567]}",-87.715464,Foster Ave,27500,3447 West,East Bound: 13400 / West Bound: 14100
2006-08-09T02:00:00.000,830,41.991514,"{'type': 'Point', 'coordinates': [-87.754317, 41.991514]}",-87.754317,Caldwell Ave,27100,6080 North,North Bound: 13500 / South Bound: 13600
2006-10-18T02:00:00.000,831,41.838279,"{'type': 'Point', 'coordinates': [-87.628571, 41.838279]}",-87.628571,31st St,14100,45 West,East Bound: 7600 / West Bound: 6500
2006-10-13T02:00:00.000,832,41.880707,"{'type': 'Point', 'coordinates': [-87.727098, 41.880707]}",-87.727098,Madison St,21200,4035 West,East Bound: 10200 / West Bound: 11000
2006-10-18T02:00:00.000,833,41.902909,"{'type': 'Point', 'coordinates': [-87.698743, 41.902909]}",-87.69874300000001,Division St,18200,2845 West,East Bound: 9200 / West Bound: 9000
2006-10-18T02:00:00.000,834,41.899355,"{'type': 'Point', 'coordinates': [-87.689356, 41.899355]}",-87.689356,Augusta Blvd,11400,2458 West,East Bound: 5500 / West Bound: 5900
2006-11-07T02:00:00.000,836,41.891676000000004,"{'type': 'Point', 'coordinates': [-87.627665, 41.891676]}",-87.62766500000001,Grand Ave,20100,10 East,West Bound: 20100/ Oneway West Bound 
2006-10-09T02:00:00.000,837,41.883342999999996,"{'type': 'Point', 'coordinates': [-87.696348, 41.883343]}",-87.696348,California Ave,5100,112 North,North Bound: 3200 / South Bound: 1900
2006-10-23T02:00:00.000,838,41.881365,"{'type': 'Point', 'coordinates': [-87.745317, 41.881365]}",-87.745317,Cicero Ave,37000,25 North,North Bound: 18300 / South Bound: 18700
2006-09-21T02:00:00.000,839,41.892388000000004,"{'type': 'Point', 'coordinates': [-87.634088, 41.892388]}",-87.634088,Ohio St,37700,173 West,East Bound: 37700 / / Oneway East Bound 
2006-08-29T02:00:00.000,840,41.6853,"{'type': 'Point', 'coordinates': [-87.624481, 41.6853]}",-87.624481,115th St,11700,40 West,East Bound: 5700 / West Bound: 6000
2006-11-02T02:00:00.000,841,41.864394,"{'type': 'Point', 'coordinates': [-87.687068, 41.864394]}",-87.68706800000001,Ogden Ave,29900,2430 West,East Bound: 15800 / West Bound: 14100
2006-08-14T02:00:00.000,842,41.946727,"{'type': 'Point', 'coordinates': [-87.69064, 41.946727]}",-87.69064,Addison St,27000,2458 West,East Bound: 12100 / West Bound: 14900
2006-08-09T02:00:00.000,843,41.917590999999994,"{'type': 'Point', 'coordinates': [-87.686072, 41.917591]}",-87.686072,Armitage Ave,16800,2324 West,East Bound: 9000 / West Bound: 7800
2006-08-17T02:00:00.000,844,41.735341,"{'type': 'Point', 'coordinates': [-87.693452, 41.735341]}",-87.69345200000001,87th St,29400,2830 West,East Bound: 14800 / West Bound: 14600
2006-08-17T02:00:00.000,845,41.742583,"{'type': 'Point', 'coordinates': [-87.696869, 41.742583]}",-87.69686899999999,83rd St,12200,2950 West,East Bound: 4700 / West Bound: 7500
2006-11-14T02:00:00.000,846,41.961351,"{'type': 'Point', 'coordinates': [-87.68578, 41.961351]}",-87.68578000000001,Montrose Ave,16400,2249 West,East Bound: 8000 / West Bound: 8400
2006-10-12T02:00:00.000,847,41.881522,"{'type': 'Point', 'coordinates': [-87.66285, 41.881522]}",-87.66285,Madison St,12400,1420 West,East Bound: 5300 / West Bound: 7100
2006-08-14T02:00:00.000,848,41.94592,"{'type': 'Point', 'coordinates': [-87.763269, 41.94592]}",-87.763269,Addison Ave,22900,5434 West,East Bound: 11600 / West Bound: 11300
2006-08-14T02:00:00.000,849,41.945316999999996,"{'type': 'Point', 'coordinates': [-87.804172, 41.945317]}",-87.804172,Addison Ave,20700,7121 West,East Bound: 10400 / West Bound: 10300
2006-10-25T02:00:00.000,850,41.944582000000004,"{'type': 'Point', 'coordinates': [-87.776451, 41.944582]}",-87.776451,Austin Ave,21700,3521 North,North Bound: 10600 / South Bound: 11100
2006-10-25T02:00:00.000,851,41.929097,"{'type': 'Point', 'coordinates': [-87.775895, 41.929097]}",-87.77589499999999,Austin Ave,22200,2653 North,North Bound: 9700 / South Bound: 12500
2006-08-23T02:00:00.000,852,41.9588,"{'type': 'Point', 'coordinates': [-87.776967, 41.9588]}",-87.776967,Austin Ave,19500,4308 North,North Bound: 10300 / South Bound: 9200
2006-10-26T02:00:00.000,853,41.911962,"{'type': 'Point', 'coordinates': [-87.775313, 41.911962]}",-87.775313,Austin Ave,20300,1728 North,North Bound: 9700 / South Bound: 10600
2006-10-16T02:00:00.000,854,41.938587,"{'type': 'Point', 'coordinates': [-87.765389, 41.938587]}",-87.765389,Belmont Ave,23100,5532 West,East Bound: 12500 / West Bound: 10600
2006-11-14T02:00:00.000,855,41.937984,"{'type': 'Point', 'coordinates': [-87.811297, 41.937984]}",-87.811297,Belmont Ave,24100,7368 West,East Bound: 12800 / West Bound: 11300
2006-10-16T02:00:00.000,856,41.938128999999996,"{'type': 'Point', 'coordinates': [-87.797524, 41.938129]}",-87.797524,Belmont Ave,24200,6845 West,East Bound: 12800 / West Bound: 11400
2006-09-19T02:00:00.000,857,41.881585,"{'type': 'Point', 'coordinates': [-87.639674, 41.881585]}",-87.639674,Canal St,12100,10 South,North Bound: 12100 / / Oneway North Bound
2006-08-31T02:00:00.000,858,41.988233,"{'type': 'Point', 'coordinates': [-87.822826, 41.988233]}",-87.822826,Canfield Ave,16700,5947 North,North Bound: 8200 / South Bound: 8500
2006-10-26T02:00:00.000,859,41.944085,"{'type': 'Point', 'coordinates': [-87.766693, 41.944085]}",-87.766693,Central Ave,27200,3501 North,North Bound: 14000 / South Bound: 13200
2006-08-22T02:00:00.000,860,41.982966999999995,"{'type': 'Point', 'coordinates': [-87.768342, 41.982967]}",-87.768342,Central Ave,18800,5601 North,North Bound: 9700 / South Bound: 9100
2006-10-26T02:00:00.000,861,41.925775,"{'type': 'Point', 'coordinates': [-87.766054, 41.925775]}",-87.766054,Central Ave,25000,2459 North,North Bound: 11600 / South Bound: 13400
2006-08-23T02:00:00.000,862,41.958566,"{'type': 'Point', 'coordinates': [-87.767179, 41.958566]}",-87.767179,Central Ave,24900,4256 North,North Bound: 12600 / South Bound: 12300
2006-10-26T02:00:00.000,863,41.911538,"{'type': 'Point', 'coordinates': [-87.765585, 41.911538]}",-87.765585,Central Ave,20400,1710 North,North Bound: 10200 / South Bound: 10200
2006-08-08T02:00:00.000,864,41.972925,"{'type': 'Point', 'coordinates': [-87.747914, 41.972925]}",-87.747914,Cicero Ave,25900,5050 North,North Bound: 12700 / South Bound: 13200
2006-10-25T02:00:00.000,865,41.941973,"{'type': 'Point', 'coordinates': [-87.836292, 41.941973]}",-87.836292,Cumberland Ave,33000,3450 North,North Bound: 15900 / South Bound: 17100
2006-08-17T02:00:00.000,866,41.976269,"{'type': 'Point', 'coordinates': [-87.836617, 41.976269]}",-87.836617,Cumberland Ave,40600,5320 North,North Bound: 19700 / South Bound: 20900
2006-08-17T02:00:00.000,867,41.986101,"{'type': 'Point', 'coordinates': [-87.836581, 41.986101]}",-87.83658100000001,Cumberland Ave,49400,5850 North,North Bound: 27100 / South Bound: 22300
2006-08-17T02:00:00.000,868,41.955399,"{'type': 'Point', 'coordinates': [-87.836687, 41.955399]}",-87.836687,Cumberland Ave,43900,4151 North,North Bound: 21200 / South Bound: 22700
2006-08-15T02:00:00.000,869,41.996885,"{'type': 'Point', 'coordinates': [-87.8202, 41.996885]}",-87.8202,Devon Ave,19300,7729 West,East Bound: 10000 / West Bound: 9300
2006-08-15T02:00:00.000,870,41.997401,"{'type': 'Point', 'coordinates': [-87.782852, 41.997401]}",-87.782852,Devon Ave,33300,6193 West,East Bound: 16700 / West Bound: 16600
2006-08-16T02:00:00.000,871,41.930851000000004,"{'type': 'Point', 'coordinates': [-87.797915, 41.930851]}",-87.797915,Diversey Ave,16600,6891 West,East Bound: 8600 / West Bound: 8000
2006-08-10T02:00:00.000,872,41.931117,"{'type': 'Point', 'coordinates': [-87.777627, 41.931117]}",-87.777627,Diversey Ave,21600,6041 West,East Bound: 11100 / West Bound: 10500
2006-08-16T02:00:00.000,873,41.987853,"{'type': 'Point', 'coordinates': [-87.846528, 41.987853]}",-87.846528,East River Rd,19300,5980 North,North Bound: 9200 / South Bound: 10100
2006-08-16T02:00:00.000,874,41.973131,"{'type': 'Point', 'coordinates': [-87.846512, 41.973131]}",-87.846512,East River Rd,22500,5140 North,North Bound: 11100 / South Bound: 11400
2006-08-10T02:00:00.000,875,41.973886,"{'type': 'Point', 'coordinates': [-87.749542, 41.973886]}",-87.749542,Elston Ave,15900,5110 North,North Bound: 7800 / South Bound: 8100
2006-10-25T02:00:00.000,876,41.939787,"{'type': 'Point', 'coordinates': [-87.837966, 41.939787]}",-87.83796600000001,Forest Preserve Ave,10400,8500 West,East Bound: 4200 / West Bound: 6200
2006-08-23T02:00:00.000,877,41.957636,"{'type': 'Point', 'coordinates': [-87.799463, 41.957636]}",-87.799463,Forest Preserve Ave,23900,6916 West,East Bound: 12300 / West Bound: 11600
2006-08-22T02:00:00.000,878,41.975575,"{'type': 'Point', 'coordinates': [-87.797008, 41.975575]}",-87.79700799999999,Foster Ave,14300,6747 West,East Bound: 7400 / West Bound: 6900
2006-10-11T02:00:00.000,879,41.975664,"{'type': 'Point', 'coordinates': [-87.78048, 41.975664]}",-87.78048000000001,Foster Ave,17300,6058 West,East Bound: 9100 / West Bound: 8200
2006-08-10T02:00:00.000,880,41.975186,"{'type': 'Point', 'coordinates': [-87.760787, 41.975186]}",-87.760787,Foster Ave,24600,5313 West,East Bound: 11600 / West Bound: 13000
2006-08-17T02:00:00.000,881,41.923882,"{'type': 'Point', 'coordinates': [-87.77227, 41.923882]}",-87.77226999999999,Fullerton Ave,37100,5835 West,East Bound: 18400 / West Bound: 18700
2006-11-15T02:00:00.000,882,41.923538,"{'type': 'Point', 'coordinates': [-87.802753, 41.923538]}",-87.80275300000001,Grand Ave,19200,7102 West,East Bound: 8900 / West Bound: 10300
2006-12-11T02:00:00.000,884,41.933229,"{'type': 'Point', 'coordinates': [-87.806554, 41.933229]}",-87.806554,Harlem Ave,23200,2920 North,North Bound: 11500 / South Bound: 11700
2006-10-25T02:00:00.000,885,41.94802,"{'type': 'Point', 'coordinates': [-87.807101, 41.94802]}",-87.807101,Harlem Ave,32100,3731 North,North Bound: 17500 / South Bound: 14600
2006-10-26T02:00:00.000,886,41.91366,"{'type': 'Point', 'coordinates': [-87.805925, 41.91366]}",-87.805925,Harlem Ave,26000,1837 North,North Bound: 13500 / South Bound: 12500
2006-08-15T02:00:00.000,887,41.988647,"{'type': 'Point', 'coordinates': [-87.806885, 41.988647]}",-87.806885,Harlem Ave,32700,5898 North,North Bound: 15500 / South Bound: 17200
2006-08-15T02:00:00.000,888,42.013794,"{'type': 'Point', 'coordinates': [-87.806611, 42.013794]}",-87.806611,Harlem Ave,26100,7317 North,North Bound: 13100 / South Bound: 13000
2006-08-22T02:00:00.000,889,41.9715,"{'type': 'Point', 'coordinates': [-87.771937, 41.9715]}",-87.771937,Higgins Ave,10200,5731 West,East Bound: 5500 / West Bound: 4700
2006-08-22T02:00:00.000,891,41.982088,"{'type': 'Point', 'coordinates': [-87.813919, 41.982088]}",-87.813919,Higgins Ave,14100,7455 West,East Bound: 8000 / West Bound: 6100
2006-08-24T02:00:00.000,892,41.953095000000005,"{'type': 'Point', 'coordinates': [-87.773638, 41.953095]}",-87.773638,Irving Park Rd,35300,5842 West,East Bound: 17000 / West Bound: 18300
2006-08-24T02:00:00.000,893,41.952742,"{'type': 'Point', 'coordinates': [-87.799221, 41.952742]}",-87.799221,Irving Park Rd,28600,6911 West,East Bound: 13600 / West Bound: 15000
2006-10-23T02:00:00.000,894,41.942383,"{'type': 'Point', 'coordinates': [-87.756806, 41.942383]}",-87.75680600000001,Laramie Ave,15900,3400 North,North Bound: 8200 / South Bound: 7700
2006-10-23T02:00:00.000,896,41.924963,"{'type': 'Point', 'coordinates': [-87.756176, 41.924963]}",-87.756176,Laramie Ave,15900,2426 North,North Bound: 8000 / South Bound: 7900
2006-10-24T02:00:00.000,897,41.912822999999996,"{'type': 'Point', 'coordinates': [-87.755782, 41.912823]}",-87.755782,Laramie Ave,13500,1748 North,North Bound: 6800 / South Bound: 6700
2006-08-24T02:00:00.000,898,41.967757,"{'type': 'Point', 'coordinates': [-87.764167, 41.967757]}",-87.764167,Lawrence Ave,20800,5439 West,East Bound: 10500 / West Bound: 10300
2006-10-17T02:00:00.000,900,41.988587,"{'type': 'Point', 'coordinates': [-87.704352, 41.988587]}",-87.704352,Lincoln Ave,31600,5913 North,North Bound: 16600 / South Bound: 15000
2006-08-23T02:00:00.000,901,41.960111,"{'type': 'Point', 'coordinates': [-87.790501, 41.960111]}",-87.790501,Montrose Ave,25800,6534 West,East Bound: 13000 / West Bound: 12800
2006-10-25T02:00:00.000,903,41.948239,"{'type': 'Point', 'coordinates': [-87.786356, 41.948239]}",-87.78635600000001,Narragansett Ave,24200,3725 North,North Bound: 11000 / South Bound: 13200
2006-10-26T02:00:00.000,904,41.932832,"{'type': 'Point', 'coordinates': [-87.785749, 41.932832]}",-87.785749,Narragansett Ave,24900,2890 North,North Bound: 10100 / South Bound: 14800
2006-10-25T02:00:00.000,905,41.920893,"{'type': 'Point', 'coordinates': [-87.785358, 41.920893]}",-87.785358,Narragansett Ave,16200,2228 North,North Bound: 8500 / South Bound: 7700
2006-08-22T02:00:00.000,906,41.962045,"{'type': 'Point', 'coordinates': [-87.786866, 41.962045]}",-87.786866,Narragansett Ave,20700,4459 North,North Bound: 9800 / South Bound: 10900
2006-10-25T02:00:00.000,907,41.937284000000005,"{'type': 'Point', 'coordinates': [-87.795671, 41.937284]}",-87.795671,Oak Park Ave,17100,3130 North,North Bound: 7900 / South Bound: 9200
2006-09-21T02:00:00.000,908,41.990126000000004,"{'type': 'Point', 'coordinates': [-87.750526, 41.990126]}",-87.75052600000001,Peterson Ave,42800,4850 West,East Bound: 21200 / West Bound: 21600
2006-08-15T02:00:00.000,910,42.011663,"{'type': 'Point', 'coordinates': [-87.808726, 42.011663]}",-87.80872600000001,Touhy Ave,25200,7252 West,East Bound: 13300 / West Bound: 11900
2006-09-19T02:00:00.000,911,41.8807,"{'type': 'Point', 'coordinates': [-87.636735, 41.8807]}",-87.636735,Wacker Dr,21200,71 South,North Bound: 11100 / South Bound: 10100
2006-08-16T02:00:00.000,912,41.986477,"{'type': 'Point', 'coordinates': [-87.689538, 41.986477]}",-87.689538,Western Ave,34100,5749 North,North Bound: 17100 / South Bound: 17000
2006-08-14T02:00:00.000,913,41.94665,"{'type': 'Point', 'coordinates': [-87.70393, 41.94665]}",-87.70393,Addison Ave,29800,3023 West,East Bound: 15300 / West Bound: 14500
2006-08-14T02:00:00.000,914,41.946193,"{'type': 'Point', 'coordinates': [-87.741344, 41.946193]}",-87.741344,Addison Ave,23600,4550 West,East Bound: 11800 / West Bound: 11800
2006-08-09T02:00:00.000,915,41.917263,"{'type': 'Point', 'coordinates': [-87.71828, 41.917263]}",-87.71828000000001,Armitage Ave,18000,3636 West,East Bound: 8900 / West Bound: 9100
2006-08-09T02:00:00.000,916,41.917357,"{'type': 'Point', 'coordinates': [-87.710662, 41.917357]}",-87.710662,Armitage Ave,18200,3308 West,East Bound: 10200 / West Bound: 8000
2006-08-10T02:00:00.000,917,41.917017,"{'type': 'Point', 'coordinates': [-87.73874, 41.917017]}",-87.73874,Armitage Ave,17200,4459 West,East Bound: 8400 / West Bound: 8800
2006-10-16T02:00:00.000,918,41.939303,"{'type': 'Point', 'coordinates': [-87.710743, 41.939303]}",-87.71074300000001,Belmont Ave,32700,3317 West,East Bound: 14500 / West Bound: 18200
2006-10-16T02:00:00.000,919,41.93923,"{'type': 'Point', 'coordinates': [-87.716135, 41.93923]}",-87.716135,Belmont Ave,27500,3524 West,East Bound: 17000 / West Bound: 10500
2006-10-16T02:00:00.000,920,41.938878,"{'type': 'Point', 'coordinates': [-87.743194, 41.938878]}",-87.74319399999999,Belmont Ave,25300,4621 West,East Bound: 12500 / West Bound: 12800
2006-10-16T02:00:00.000,921,41.939398,"{'type': 'Point', 'coordinates': [-87.696701, 41.939398]}",-87.696701,Belmont Ave,23800,2737 West,East Bound: 11900 / West Bound: 11900
